"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle"
669,681190,"Vásquez, Randy",669,100,0.211,0.155,0.238,0.366,0.303,0.352,0.267,30,142,86.9,13.4,2527,89.2,88.99,55,308,361,-0.20000000000000284,6.23,110,150,117,152,297,329,291,"1.936","-1.936","69.1","7.2",166,110,18,7,0,5,33,19.9,18,10.8,2.2609,0.65079,0.27829,-0.01697,"91.5",162,38.18181818181819,6.363636363636363,4.216867469879518,5.8,-2.84,0.16,2.35,0.315,7,"-0.289387145",0.364,0.441,"0.289387145",-0.056,-0.04899999999999999,-0.075,-0.049,17.9,"33.5"
667,686839,"White, Brendan",667,100,0.258,0.129,0.333,0.387,0.318,0.321,0.252,40,155,89.7,5.7,2601,88.6,89.24,94,322,345,0.6000000000000085,6.46,112,146,121,144,302,327,293,"-0.312","0.312","69.5","7.2",175,113,28,8,0,4,44,25.1,13,7.4,2.6191,0.29116,-0.3449,-0.1402,"92.0",146,39.823008849557525,7.079646017699115,4.571428571428571,4.82,-2.2,0.02,2,0.333,8,"0.046776612",0.331,0.397,"-0.046776612",0.006,0.0020000000000000018,-0.01,-0.003,29.2,"32.1"
663,608723,"Voth, Austin",663,100,0.279,0.179,0.327,0.457,0.349,0.311,0.241,39,140,87.8,17.5,2586,86.5,86.49,76,317,345,0,6.35,110,148,118,148,301,324,293,"-2.639","2.639","68.3","7.0",158,108,27,5,1,6,34,21.5,13,8.2,2.59566,0.52479,-0.36173,-0.13468,"91.1",159,35.18518518518518,5.555555555555555,3.79746835443038,5.66,-2.64,0.18,2.32,0.35,6,"0.398039216",0.317,0.39,"-0.398039216",0.038,0.032999999999999974,0.067,0.038,24,"35.2"
663,571946,"Miller, Shelby",663,100,0.135,0.106,0.167,0.241,0.222,0.28,0.187,19,141,89.1,14.4,2136,89.6,91.19,74,285,378,1.6000000000000085,7.23,117,150,121,151,298,319,296,"13.671","-13.671","70.2","7.1",161,100,10,6,0,3,42,26.1,17,10.6,1.85795,1.00385,0.579,-0.17644,"91.9",160,37,7.000000000000001,4.3478260869565215,5.32,-1.54,-0.11,2.4,0.237,7,"-2.06199095",0.284,0.347,"2.06199095",-0.052,-0.046999999999999986,-0.106,-0.058,26,"45.7"
658,598286,"Ramirez, Nick",658,100,0.256,0.1,0.303,0.356,0.286,0.304,0.261,41,160,85.4,6.9,2033,83.5,82.59,74,307,351,-0.9000000000000057,5.79,111,148,117,149,295,325,289,"5.1","-5.1","69.4","7.6",172,134,28,11,1,1,28,16.3,9,5.2,3.03995,0.2789,0.57315,-0.4222,"91.1",132,28.35820895522388,5.970149253731343,4.651162790697675,5.88,3.21,-0.02,2.09,0.298,8,"-0.775075988",0.303,0.394,"0.775075988",-0.005,-0.0050000000000000044,-0.038,-0.018,24.1,"32.8"
658,681806,"Wantz, Andrew",658,100,0.197,0.155,0.224,0.352,0.272,0.31,0.24,28,142,85.1,20.3,2457,89.6,89.63,84,319,339,0,6.29,111,149,117,148,300,324,298,"5.33","-5.33","69.3","7.3",159,111,17,4,3,4,33,20.8,14,8.8,1.96605,0.89137,-0.18825,-0.19002,"91.0",177,31.53153153153153,8.108108108108109,5.660377358490567,6.02,-1.99,-0.05,2.63,0.27,9,"-0.810030395",0.31,0.397,"0.810030395",-0.043,-0.03999999999999998,-0.045,-0.038,26.3,"38.5"
658,572971,"Keuchel, Dallas",658,100,0.298,0.159,0.339,0.457,0.363,0.358,0.29,45,151,86,4.4,2039,83.6,83.36,57,280,378,-0.19999999999998863,5.98,109,149,117,146,299,330,291,"-5.58","5.58","71.4","7.5",172,127,28,13,1,3,25,14.5,18,10.5,2.84982,0.41213,0.64549,-0.39015,"91.9",120,34.645669291338585,7.086614173228346,5.232558139534884,6.17,1.23,0.04,1.88,0.378,9,"0.848024316",0.371,0.451,"-0.848024316",0.008,0.007000000000000006,0.006,0.005,20.4,"44.3"
654,686752,"Pepiot, Ryan",654,100,0.179,0.185,0.189,0.364,0.251,0.279,0.225,27,151,84.9,17.4,2383,90.5,91.47,92,330,324,1,6.76,116,150,127,152,301,320,296,"7.542","-7.542","69.0","7.2",159,113,13,7,0,7,38,23.9,5,3.1,1.82035,0.96486,0.69054,-0.19705,"91.0",166,27.43362831858407,8.849557522123893,6.289308176100629,5.89,-1.41,-0.1,2.28,0.22,10,"-1.153211009",0.264,0.38,"1.153211009",-0.046,-0.04400000000000001,-0.016,-0.028,27.9,"39.8"
653,657265,"Strzelecki, Peter",653,100,0.234,0.121,0.294,0.355,0.303,0.32,0.239,33,141,88.5,13.9,2404,87.4,87.89,79,297,356,0.5,6.67,113,149,116,148,296,324,296,"2.319","-2.319","67.7","6.6",162,106,22,8,0,3,37,22.8,11,6.8,2.49386,0.53452,0.38971,-0.29817,"91.0",159,36.79245283018868,7.547169811320755,4.938271604938271,4.92,-2.57,-0.13,2.52,0.323,8,"-0.355130168",0.328,0.394,"0.355130168",-0.005,-0.0050000000000000044,-0.039,-0.017,26.6,"19.9"
650,592826,"Velasquez, Vince",650,100,0.24,0.144,0.295,0.384,0.305,0.313,0.249,35,146,87.6,19.7,2380,88.1,88.94,83,305,345,0.8000000000000114,6.69,107,148,111,149,298,321,302,"0.32","-0.32",,,162,110,22,9,0,4,37,22.8,14,8.6,2.19085,0.76299,-0.04926,-0.121,"91.7",159,39.09090909090909,6.363636363636363,4.320987654320987,5.58,-1.95,0.02,2.2,0.311,7,"-0.049230769",0.319,0.394,"0.049230769",-0.009,-0.008000000000000007,-0.01,-0.008,27.2,"44.9"
646,666157,"Lodolo, Nick",646,100,0.34,0.265,0.44,0.605,0.426,0.336,0.241,50,147,89.7,7.3,2417,87.6,87.1,92,303,343,-0.5,6.18,105,149,120,147,290,319,289,"-13.162","13.162",,,165,102,32,7,1,10,47,28.5,9,5.5,2.5722,0.47416,0.49816,-0.46209,"91.8",154,40.19607843137255,12.745098039215685,7.878787878787878,5.74,3.7,-0.22,2.32,0.402,13,"2.0374613",0.314,0.467,"-2.0374613",0.099,0.08800000000000002,0.138,0.09,30.4,"22.5"
639,701643,"Hartwig, Grant",639,100,0.25,0.14,0.298,0.39,0.325,0.319,0.245,34,136,86.7,8.4,2221,90.3,89.86,56,273,366,-0.3999999999999915,6.08,115,149,117,149,294,325,296,"-1.482","1.482","68.9","7.1",157,107,22,8,1,3,30,19.1,14,8.9,2.45466,0.38768,0.46933,0.19286,"91.6",153,36.44859813084112,6.5420560747663545,4.45859872611465,5.01,-1.68,-0.02,2.18,0.344,7,"0.231924883",0.34,0.374,"-0.231924883",0.005,0.003999999999999948,0.016,0.006,20.5,"17.3"
637,689225,"Brieske, Beau",637,100,0.259,0.151,0.305,0.41,0.315,0.305,0.252,36,139,87.2,12.4,2298,93.1,92.86,69,315,322,-0.19999999999998863,6.06,113,148,121,148,297,326,293,"-0.356","0.356","70.2","7.2",152,109,23,9,0,4,31,20.4,12,7.9,1.69513,0.94676,0.67795,0.00272,"91.4",154,31.19266055045872,5.5045871559633035,3.9473684210526314,5.91,-1.37,-0.35,2.12,0.316,6,"0.05588697",0.311,0.388,"-0.05588697",0.007,0.0050000000000000044,0.022,0.01,21.9,"47.6"
621,661440,"Llovera, Mauricio",621,100,0.259,0.115,0.303,0.374,0.312,0.339,0.269,36,139,89,8.5,2253,90.4,90.25,47,266,355,-0.20000000000000284,6.24,108,149,119,146,289,327,291,"0.015","-0.015","70.0","7.2",157,112,26,7,0,3,29,18.5,12,7.6,2.40849,0.42447,0.41847,0.15148,"92.1",155,41.07142857142857,6.25,4.45859872611465,5.35,-2.11,0.4,2.28,0.331,7,"-0.002415459",0.343,0.432,"0.002415459",-0.01,-0.01200000000000001,-0.058,-0.027,17.7,"32.9"
619,660761,"Suarez, José",619,100,0.324,0.268,0.343,0.592,0.419,0.367,0.273,46,142,87.4,23.4,2184,86.5,86.17,85,298,321,-0.29999999999999716,6.1,109,150,116,147,302,326,296,"-15.613","15.613","70.5","7.3",163,116,28,8,0,10,28,17.2,18,11,2.24931,0.83989,0.47966,-0.43393,"91.9",160,39.6551724137931,11.206896551724139,7.975460122699387,5.42,2.09,-0.13,2.36,0.401,13,"2.522294023",0.357,0.5,"-2.522294023",0.051,0.04400000000000004,0.092,0.052,28.5,"35.0"
617,669387,"Mlodzinski, Carmen",617,100,0.214,0.099,0.26,0.313,0.279,0.308,0.241,28,131,88.7,10.4,2266,91.7,92.16,60,280,337,0.5,6.56,110,149,115,149,301,319,296,"6.325","-6.325","69.0","7.0",151,99,21,4,0,3,34,22.5,17,11.3,2.18653,0.5514,0.37536,-0.13493,"91.6",158,41.41414141414141,4.040404040404041,2.6490066225165565,4.99,-2.48,0.06,2.53,0.305,4,"-1.025121556",0.33,0.359,"1.025121556",-0.027,-0.025000000000000022,-0.046,-0.029,21.4,"26.8"
610,668970,"Hollowell, Gavin",610,100,0.238,0.238,0.256,0.477,0.36,0.353,0.249,31,130,86.6,20.1,2471,89.8,91.01,72,282,328,1.2000000000000028,6.88,111,147,124,147,301,329,301,"-7.416","7.416","68.4","6.9",153,98,17,5,1,8,32,20.9,17,11.1,2.33369,0.52041,0.2758,-0.12541,"91.2",171,35.714285714285715,8.16326530612245,5.228758169934641,5.18,-2.6,-0.01,2.69,0.353,8,"1.215737705",0.362,0.442,"-1.215737705",-0.011,-0.009000000000000008,0.035,0.007,25.5,"14.4"
609,695243,"Miller, Mason",609,100,0.203,0.102,0.275,0.305,0.28,0.277,0.185,24,118,88.5,23.3,2336,94.3,94.72,74,282,327,0.4000000000000057,6.63,111,147,117,150,301,322,297,"3.888","-3.888","68.4","7.2",139,82,17,4,1,2,38,27.3,16,11.5,1.69521,0.90611,0.22025,-0.06412,"90.8",182,34.146341463414636,3.6585365853658534,2.158273381294964,6.2,-2.37,0.17,2.54,0.309,3,"-0.638423645",0.299,0.303,"0.638423645",0.018,0.010000000000000009,0.002,0.003,26.2,"36.1"
607,664854,"Helsley, Ryan",607,100,0.176,0.088,0.28,0.264,0.243,0.233,0.156,22,125,88.6,15.5,2552,94.5,95.22,106,303,304,0.7000000000000028,6.66,113,147,117,147,298,316,298,"9.717","-9.717","68.4","7.3",145,76,14,6,1,1,52,35.9,16,11,1.71311,0.88045,-0.00231,-0.08545,"90.9",169,39.473684210526315,3.9473684210526314,2.0689655172413794,6.02,-0.38,0.16,2.23,0.269,3,"-1.600823723",0.257,0.239,"1.600823723",0.02,0.01200000000000001,0.025,0.01,35,"58.2"
603,659275,"Lamet, Dinelson",603,100,0.353,0.294,0.427,0.647,0.46,0.374,0.261,42,119,91.6,12,2482,90.6,90.2,63,263,340,-0.3999999999999915,5.92,110,148,118,147,300,331,298,"-18.427","18.427","66.9","7.2",145,89,23,10,2,7,32,22.1,23,15.9,2.14962,0.6404,0.38513,-0.01057,"92.0",164,52.80898876404494,11.235955056179774,6.896551724137931,6.18,-1.5,0.11,2.19,0.455,10,"3.055887231",0.384,0.475,"-3.055887231",0.092,0.07100000000000001,0.172,0.086,24,"45.4"
601,663562,"Davis, Noah",601,100,0.341,0.19,0.389,0.532,0.412,0.334,0.255,43,126,88.6,13.1,2207,89.3,88.72,56,283,318,-0.5999999999999943,5.88,112,147,123,147,292,326,298,"-8.999","8.999","70.2","7.2",146,101,31,6,0,6,26,17.8,15,10.3,2.3404,0.5424,0.60596,-0.10566,"91.3",159,38.613861386138616,5.9405940594059405,4.10958904109589,5.69,-2.12,0.31,2.31,0.425,6,"1.49733777",0.352,0.396,"-1.49733777",0.086,0.07300000000000001,0.136,0.078,19.8,"29.1"
599,656730,"Megill, Trevor",599,100,0.265,0.121,0.407,0.386,0.309,0.279,0.214,35,132,90.1,16.1,2613,95.4,95.95,91,280,319,0.5999999999999943,6.66,113,148,116,147,300,325,298,"2.51","-2.51","67.8","6.9",148,83,24,8,1,2,52,35.1,12,8.1,1.69022,0.85297,0.16639,-0.02669,"91.2",187,38.55421686746988,7.228915662650602,4.054054054054054,6.54,-0.87,0.08,2.33,0.324,6,"-0.41903172",0.283,0.341,"0.41903172",0.051,0.041000000000000036,0.045,0.03,32.5,"53.5"
598,681982,"Anderson, Grant",598,100,0.277,0.153,0.317,0.431,0.334,0.311,0.235,38,137,86.2,11.8,2270,88.8,89.51,57,266,332,0.7000000000000028,6.66,113,148,116,147,303,328,300,"-3.177","3.177","68.4","7.1",153,109,27,6,0,5,30,19.6,13,8.5,2.42607,0.4755,0.57151,0.08445,"91.3",131,34.862385321100916,8.256880733944955,5.88235294117647,4.31,-2.86,0.24,2.39,0.34,9,"0.531270903",0.306,0.408,"-0.531270903",0.042,0.03400000000000003,0.023,0.023,21.4,"1.4"
594,676775,"Winn, Keaton",594,100,0.231,0.186,0.259,0.417,0.304,0.319,0.243,36,156,90.7,2.8,1851,91.5,91.49,96,313,281,0,6.21,114,149,115,149,299,329,299,"3.496","-3.496","70.2","7.4",172,123,21,7,2,6,35,20.3,8,4.7,2.37152,0.3592,1.01061,0.12744,"92.8",119,47.96747967479675,10.569105691056912,7.55813953488372,6.18,-1.67,-0.05,2.37,0.288,13,"-0.588552189",0.303,0.424,"0.588552189",-0.012,-0.015000000000000013,-0.007,-0.015,30.7,"39.0"
588,690986,"Harrison, Kyle",588,100,0.221,0.237,0.236,0.458,0.324,0.327,0.238,29,131,89.4,18.3,2149,89.7,90.11,64,271,317,0.3999999999999915,6.65,108,149,118,148,299,323,296,"-2.112","2.112","69.4","7.1",147,97,15,5,1,8,35,23.8,11,7.5,2.21117,0.66368,0.60716,-0.33397,"91.6",180,38.144329896907216,9.278350515463918,6.122448979591836,5.03,2.22,0.23,2.63,0.299,9,"0.359183673",0.314,0.442,"-0.359183673",-0.017,-0.015000000000000013,0.016,-0.003,23.6,"29.7"
584,571863,"Koch, Matt",584,100,0.272,0.179,0.288,0.45,0.331,0.327,0.261,41,151,89.7,7.8,2219,90.8,91.21,68,302,282,0.4000000000000057,6.3,113,148,122,148,303,331,303,"1.596","-1.596","70.1","7.0",163,125,28,6,0,7,27,16.6,9,5.5,2.03911,0.71399,0.15678,-0.11493,"92.3",172,44.800000000000004,8,6.134969325153374,5.79,-2.48,0.24,2.61,0.319,10,"-0.273287671",0.312,0.441,"0.273287671",0.011,0.007000000000000006,0.009,0.004,22.5,"38.7"
583,696136,"Wicks, Jordan",583,100,0.252,0.183,0.269,0.435,0.317,0.311,0.253,33,131,86.6,6.3,2090,86.9,86.97,63,270,313,0.09999999999999432,6.28,112,152,115,150,308,328,291,"0.553","-0.553","70.7","7.3",147,112,19,9,0,5,24,16.3,11,7.5,2.41058,0.63832,0.54048,-0.44748,"91.2",140,33.035714285714285,6.25,4.761904761904762,5.98,2.39,0.3,1.95,0.306,7,"-0.094854202",0.31,0.403,"0.094854202",-0.001,-0.0040000000000000036,0.032,0.006,23.3,"49.8"
582,666154,"Kauffmann, Karl",582,100,0.311,0.193,0.316,0.504,0.384,0.398,0.308,42,135,93,11.9,2012,87.9,88.82,45,262,320,0.8999999999999915,6.62,111,147,122,148,304,333,303,"-7.371","7.371","70.9","7.2",158,122,26,11,0,5,16,10.1,16,10.1,2.33404,0.60116,0.60548,-0.10442,"92.7",169,49.18032786885246,9.01639344262295,6.962025316455696,5.63,-2.29,-0.14,2.12,0.392,11,"1.266494845",0.394,0.528,"-1.266494845",0.003,-0.0020000000000000018,-0.024,-0.014,17.2,"36.6"
581,445926,"Chavez, Jesse",581,100,0.203,0.094,0.273,0.297,0.263,0.293,0.233,26,128,86.7,7,2150,88,88.18,68,240,340,0.20000000000000284,6.29,111,149,117,149,310,326,301,"5.762","-5.762","69.7","6.9",144,90,19,4,1,2,39,27.1,12,8.3,2.25251,0.69738,0.5589,-0.02821,"91.4",141,33.33333333333333,3.3333333333333335,2.083333333333333,5.04,-1.71,0.27,2.22,0.285,3,"-0.991738382",0.312,0.342,"0.991738382",-0.03,-0.027000000000000024,-0.045,-0.03,28.3,"19.6"
578,680735,"Cox, Austin",578,100,0.22,0.118,0.274,0.339,0.291,0.339,0.26,28,127,89.9,16.1,2102,87,86.91,71,255,323,-0.09999999999999432,6.12,107,148,118,147,294,323,290,"3.496","-3.496","69.0","7.1",149,97,19,5,2,2,33,22.1,17,11.4,2.23446,0.80007,0.13073,-0.17195,"91.7",167,42.2680412371134,7.216494845360824,4.697986577181208,6.27,1.11,-0.06,2.36,0.315,7,"-0.604844291",0.357,0.392,"0.604844291",-0.04,-0.04199999999999998,-0.053,-0.048,27.8,"58.0"
575,657140,"Wright, Kyle",575,100,0.303,0.182,0.372,0.485,0.382,0.352,0.258,40,132,90,-2.2,2351,88.3,89.12,63,272,303,0.7999999999999972,6.64,112,149,119,149,310,325,303,"-7.721","7.721","70.6","7.4",155,100,27,7,1,5,34,21.9,17,11,2.99209,-0.06298,0.31314,0.05003,"91.9",115,46,12,7.741935483870968,5.43,-1.83,0.04,2.2,0.396,12,"1.342782609",0.358,0.444,"-1.342782609",0.045,0.038000000000000034,0.041,0.03,23.2,"26.1"
572,650960,"Duarte, Daniel",572,100,0.211,0.149,0.218,0.36,0.31,0.292,0.193,24,114,85.6,12.5,2395,91.8,91.6,67,274,298,-0.20000000000000284,6.09,112,147,121,148,293,321,293,"0.465","-0.465","69.6","7.0",136,92,17,2,0,5,23,16.9,20,14.7,1.88962,0.8272,0.38061,0.09042,"90.6",139,32.608695652173914,4.3478260869565215,2.941176470588235,5.67,-1.01,0.33,2.28,0.331,4,"-0.081293706",0.32,0.31,"0.081293706",0.018,0.01100000000000001,0.05,0.018,24.5,"40.3"
571,573009,"Mantiply, Joe",571,100,0.236,0.169,0.267,0.405,0.292,0.306,0.249,35,148,87.4,6.6,2139,85.2,85.3,66,284,287,0.09999999999999432,6.48,111,149,120,148,298,315,295,"5.084","-5.084","69.3","7.3",156,120,20,9,2,4,28,17.9,8,5.1,3.1904,-0.01166,0.80413,-0.49187,"91.9",132,35.833333333333336,9.166666666666666,7.051282051282051,5.2,3.11,0.12,2.13,0.276,11,"-0.890367776",0.287,0.425,"0.890367776",-0.013,-0.010999999999999954,-0.02,-0.014,23.2,"17.8"
568,689266,"Dodd, Dylan",568,100,0.351,0.265,0.346,0.616,0.429,0.422,0.329,53,151,92.2,16.6,2053,87.2,87.53,57,306,262,0.29999999999999716,6.53,108,152,118,148,314,326,297,"-12.875","12.875","68.2","7.1",163,136,31,13,0,9,15,9.2,11,6.7,2.09067,0.9412,0.51799,-0.37728,"92.9",179,46.32352941176471,12.5,10.429447852760736,6.09,2.22,-0.05,2.2,0.399,17,"2.266725352",0.378,0.622,"-2.266725352",0.022,0.02100000000000002,-0.006,0.007,18.6,"48.2"
568,663804,"Kowar, Jackson",568,100,0.293,0.164,0.361,0.457,0.377,0.329,0.248,34,116,87.3,12.5,2193,90.4,90.36,66,251,317,0,6.23,109,148,121,148,295,322,290,"-7.963","7.963","68.3","7.4",137,87,23,7,0,4,29,21.2,20,14.6,2.26868,0.54621,0.79606,-0.05776,"91.3",157,34.48275862068966,5.747126436781609,3.64963503649635,5.85,-1.55,0,2.15,0.401,5,"1.40193662",0.363,0.364,"-1.40193662",0.045,0.038000000000000034,0.093,0.048,26.3,"42.8"
565,605218,"Edwards Jr., Carl",565,100,0.25,0.105,0.303,0.355,0.309,0.316,0.264,31,124,86.3,10.1,2326,91,91.89,58,268,297,0.9000000000000057,6.79,114,147,115,146,308,329,310,"0.642","-0.642",,,140,100,21,8,1,1,24,17.1,15,10.7,1.89701,0.87926,0.02639,-0.11165,"90.7",155,28.999999999999996,4,2.857142857142857,6.44,-2.08,0.16,2.63,0.336,4,"-0.113628319",0.348,0.355,"0.113628319",-0.014,-0.011999999999999955,0,-0.007,21.6,"53.6"
559,678606,"Ferrer, Jose A.",559,100,0.289,0.133,0.333,0.422,0.338,0.298,0.254,37,128,87.3,5.9,2087,92.6,91.8,48,263,296,-0.7999999999999972,5.9,113,148,116,147,303,328,302,"-2.412","2.412","68.3","6.9",140,103,28,5,0,4,25,17.9,11,7.9,2.05882,0.63133,1.32665,-0.37302,"91.3",142,36.89320388349515,2.912621359223301,2.142857142857143,5.94,3.04,0.11,2.31,0.35,3,"0.431484794",0.318,0.356,"-0.431484794",0.035,0.03199999999999997,0.066,0.04,18.3,"34.3"
559,680739,"Winder, Josh",559,100,0.267,0.168,0.314,0.435,0.331,0.335,0.251,35,131,91,13.1,1922,88.4,88.49,55,271,288,0.09999999999999432,6.16,112,148,119,148,298,328,293,"-0.093","0.093","70.3","7.4",147,105,21,9,2,3,28,19,14,9.5,2.52372,0.40301,0.38271,0.04152,"92.3",151,43.80952380952381,8.571428571428571,6.122448979591836,5.97,-1.24,0.22,2.19,0.333,9,"0.016636852",0.324,0.442,"-0.016636852",0.016,0.009000000000000008,-0.007,-0.004,20.3,"46.2"
555,605513,"Turnbull, Spencer",555,100,0.294,0.198,0.327,0.492,0.378,0.375,0.291,37,126,87.5,8.9,2369,89.4,89.51,55,251,304,0.09999999999999432,6.39,110,147,113,145,297,326,295,"-7.036","7.036",,,144,103,22,10,0,5,23,16,15,10.4,2.4985,0.38829,0.23626,-0.06047,"91.8",143,36.89320388349515,8.737864077669903,6.25,5.51,-1.48,-0.13,2.2,0.382,9,"1.267747748",0.38,0.481,"-1.267747748",0.003,0.0020000000000000018,0.011,0.003,21.9,"26.3"
554,681867,"Criswell, Cooper",554,100,0.296,0.2,0.33,0.496,0.368,0.346,0.279,40,135,86.8,7.3,2186,83.1,83.81,46,254,300,0.7000000000000028,6.85,107,149,119,148,295,326,300,"-5.118","5.118","70.0","7.4",150,109,25,9,0,6,27,18,10,6.7,3.11702,0.23531,0.13534,-0.17347,"91.6",131,33.02752293577982,5.5045871559633035,4,5.13,-1.52,0.21,2.16,0.36,6,"0.923826715",0.347,0.443,"-0.923826715",0.017,0.013000000000000012,0.053,0.022,18.1,"14.9"
553,642546,"Hernández, Jonathan",553,100,0.28,0.152,0.348,0.432,0.348,0.34,0.243,35,125,87.3,9.7,2293,92.3,92.55,73,243,310,0.20000000000000284,6.44,114,148,116,148,301,326,296,"-1.679","1.679","67.1","7.5",146,94,25,5,1,4,34,23.3,14,9.6,2.35928,0.34498,0.67056,-0.01718,"92.7",127,40.42553191489361,10.638297872340425,6.8493150684931505,5.39,-1.44,0.23,2.06,0.366,10,"0.303616637",0.342,0.425,"-0.303616637",0.037,0.023999999999999966,0.007,0.008,30,"23.5"
551,685410,"Battenfield, Peyton",551,100,0.256,0.218,0.27,0.474,0.336,0.373,0.281,34,133,93.5,14.7,2344,87.9,88,68,275,276,0.09999999999999432,6.3,115,149,119,150,294,313,290,"-0.724","0.724",,,146,107,19,8,0,7,27,18.5,12,8.2,2.05766,0.9006,0.02808,-0.07712,"92.9",167,50.467289719626166,14.018691588785046,10.273972602739725,6.78,-2,0.16,2.31,0.315,15,"0.131397459",0.341,0.531,"-0.131397459",-0.025,-0.026000000000000023,-0.057,-0.037,24.7,"54.3"
548,623433,"Anderson, Nick",548,100,0.229,0.137,0.29,0.366,0.279,0.296,0.237,30,131,90.8,15.9,2016,87.5,87.17,73,263,285,-0.29999999999999716,6.08,110,150,121,150,309,327,297,"5.718","-5.718",,,141,96,18,9,0,3,36,25.5,9,6.4,2.44682,0.59228,0.14253,0.03009,"91.9",163,41.66666666666667,9.375,6.382978723404255,6.57,-0.6,0.18,2.29,0.277,9,"-1.043430657",0.285,0.4,"1.043430657",-0.008,-0.007999999999999952,-0.034,-0.017,27.8,"52.3"
548,668941,"Romero, JoJo",548,100,0.216,0.082,0.304,0.299,0.255,0.261,0.227,29,134,87,-0.3,2094,89.9,88.75,95,262,286,-1.2000000000000028,5.54,111,148,118,147,305,316,297,"8.455","-8.455","68.5","7.4",147,94,22,4,2,1,42,28.6,10,6.8,2.35613,0.4865,0.75401,-0.63299,"91.6",125,38.297872340425535,2.127659574468085,1.3605442176870748,5.52,1.54,-0.01,2.2,0.274,2,"-1.542883212",0.284,0.296,"1.542883212",-0.011,-0.009999999999999953,0.003,-0.006,36.3,"38.0"
547,694813,"Stone, Gavin",547,100,0.338,0.265,0.355,0.603,0.423,0.379,0.313,46,136,87,11.1,1966,90.1,90.62,86,278,269,0.5,6.56,114,150,121,150,296,318,294,"-12.074","12.074","69.8","7.4",152,115,27,10,1,8,22,14.5,13,8.6,2.02472,0.79681,0.68218,-0.04108,"92.1",151,37.391304347826086,8.695652173913043,6.578947368421052,5.55,-2.03,-0.07,2.17,0.401,10,"2.207312614",0.379,0.502,"-2.207312614",0.025,0.02200000000000002,0.101,0.044,30.9,"48.9"
544,641401,"Brogdon, Connor",544,100,0.266,0.211,0.293,0.477,0.348,0.334,0.252,29,109,85.5,14.2,2213,88,89.06,72,258,286,1.0999999999999943,7,113,147,116,149,294,323,292,"-4.57","4.57",,,126,87,18,4,2,5,25,19.8,13,10.3,2.10847,0.87118,0.83238,0.04306,"91.4",168,32.18390804597701,10.344827586206897,7.142857142857142,5.83,-2.59,-0.09,2.19,0.341,9,"0.840073529",0.332,0.434,"-0.840073529",0.014,0.009000000000000008,0.043,0.014,27.9,"32.7"
543,670046,"Rosenberg, Kenny",543,100,0.267,0.122,0.323,0.389,0.321,0.293,0.23,35,131,88,16.5,1975,85.1,83.93,60,257,286,-1.1999999999999886,5.63,112,151,118,148,299,327,299,"0.651","-0.651","70.2","7.5",145,102,25,7,0,3,29,20,13,9,2.26182,0.93595,0.56581,-0.27662,"91.7",156,30.392156862745097,6.862745098039216,4.827586206896552,6.03,1.48,-0.16,2.18,0.338,7,"-0.119889503",0.304,0.357,"0.119889503",0.037,0.03400000000000003,0.032,0.028,23.3,"47.9"
540,686747,"La Sorsa, Joe",540,100,0.246,0.108,0.293,0.354,0.304,0.323,0.27,32,130,85.7,12.2,2054,81.9,82.38,57,253,287,0.5,6.67,113,148,117,148,299,326,303,"1.152","-1.152","68.8","7.3",145,102,24,5,0,3,28,19.3,9,6.2,3.16215,0.31475,0.30122,-0.24019,"90.8",144,30.392156862745097,1.9607843137254901,1.3793103448275863,5.31,2.26,-0.04,2.38,0.324,2,"-0.213333333",0.346,0.374,"0.213333333",-0.024,-0.021999999999999964,-0.02,-0.019,22.5,"16.4"
539,666818,"Frías, Luis",539,100,0.25,0.167,0.297,0.417,0.339,0.346,0.257,30,120,89.7,15.9,2188,91.8,91.8,69,261,278,0,6.23,110,149,122,149,300,320,294,"-1.863","1.863","70.5","7.5",139,94,16,11,0,3,26,18.7,17,12.2,1.9764,0.74106,0.01401,-0.05773,"92.2",154,38.297872340425535,8.51063829787234,5.755395683453238,6.39,-1.22,0.23,2.23,0.353,8,"0.345640074",0.358,0.425,"-0.345640074",-0.007,-0.0050000000000000044,-0.008,-0.007,26.4,"46.5"
