Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Riley Greene","DET",148.286,629.68,562.633,144.219,85.7445,25.4008,3.76256,29.3114,83.8918,86.2142,57.4216,1.88448,179.812,4.91114,4.23225,0.481974,10.8748,3.92377,1.0418,0.256329,0.0911917,0.285561,0.319342,0.328278,0.471141,0.342879,0.799419,0.214812,4.39174,0.321203,,-0.607,89.6485,15.247,120.489,-0.607,1.45,14.59913569688797,-5.808789491653442,3.11674,77.75,,,,,,,802.1,5.419594594,802.1,5.419594594,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Maikel Garcia","KCR",150.054,640.193,576.205,153.71,106.397,30.3331,3.90586,13.0747,82.242,65.7571,53.0445,0.817917,93.0866,1.63625,5.95769,3.34938,12.6158,26.3263,5.96191,0.266763,0.082857,0.145404,0.56984,0.327225,0.401036,0.31757,0.728262,0.134273,6.17764,0.295452,,1.76577,77.9905,2.34675,100.289,1.76577,3.97,1.9839745312929153,6.383149147033691,3.11046,66.29000091552734,,,,,,,716,4.773333333,716,4.773333333,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Hunter Goodman","COL",137.438,555.024,510.78,130.946,70.9305,29.0647,2.05642,28.8945,70.94,87.8867,33.5824,0.407271,145.369,5.64171,4.55177,0.467728,8.20088,2.52413,0.730815,0.256365,0.0605063,0.261915,0.231015,0.306859,0.491028,0.339474,0.797887,0.234663,3.66581,0.299212,,-0.518972,77.4855,11.9051,104.483,-0.518972,4.68,2.429982841014862,8.70743465423584,3.02878,64.41999816894531,,,,,,,713.6,5.208759124,713.6,5.208759124,,,,,,,,,,,,,,,,,,,"Hunter Goodman","29715",696100
"Austin Wells","NYY",116.951,440.669,394.738,85.101,48.9248,18.2031,1.14395,16.8292,48.7157,51.4105,36.8525,0.764711,111.123,4.75489,3.47625,0.825499,5.78585,3.4955,0.968819,0.215589,0.0836285,0.25217,0.331636,0.28809,0.395401,0.297113,0.683491,0.179812,3.80199,0.252614,,-0.290263,46.3645,-5.7039,90.3418,-0.290263,10.95,-5.306517332792282,19.67319679260254,3.02168,259.4800109863281,,,,,,,427.6,3.654700854,427.6,3.654700854,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Pete Alonso","BAL",152.706,654.769,574.642,142.913,80.9486,24.3434,1.76614,35.8551,87.2578,95.9392,61.9172,4.09237,150.33,12.5312,5.07892,0.599974,11.1694,2.95773,0.823829,0.2487,0.0945635,0.229593,0.411875,0.332272,0.484397,0.348869,0.816668,0.235697,3.33554,0.272042,,-0.744691,96.405,19.039,126.311,-0.744691,-0.43,19.56002128124237,-12.795939147472382,2.99777,24.469999313354492,,,,,,,873.1,5.706535947,873.1,5.706535947,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Taylor Ward","BAL",147.812,630.401,551.973,134.892,81.1627,24.6183,1.92914,27.1815,81.1051,80.7648,65.9517,0.578664,155.661,6.61288,5.2715,0.591994,9.48837,4.97527,1.4279,0.244381,0.104619,0.246924,0.423687,0.329395,0.443704,0.335101,0.773099,0.199323,3.76446,0.287686,,-0.600734,85.7706,11.2839,116.827,-0.600734,2.07,11.90173476934433,-4.773147821426392,2.94926,150.0399932861328,,,,,,,767.4,5.185135135,767.4,5.185135135,,,,,,,,,,,,,,,,,,,"Taylor Ward","17548",621493
"Brendan Donovan","SEA",131.496,564.873,499.994,132.551,92.9401,26.8011,0.66504,12.1445,64.3672,61.4261,49.189,1.986,77.9651,9.69148,4.42065,1.57828,12.846,5.07223,1.77533,0.265105,0.0870798,0.138022,0.630911,0.339842,0.394236,0.322463,0.734078,0.129131,3.27166,0.290623,,-0.701744,71.0586,4.31453,113.208,-0.701744,-0.21,8.091545343399048,1.2104814499616623,2.94087,270.5299987792969,,,,,,,622.5,4.751908396,622.5,4.751908396,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Carlos Correa","HOU",129.297,545.75,485.202,129.667,88.5707,23.5611,0.347896,17.1871,65.3498,65.3514,48.7968,1.56099,108.394,3.29175,3.69983,0.522291,12.4123,0.495495,0.152941,0.267243,0.0894123,0.198616,0.450178,0.335968,0.423504,0.330462,0.759472,0.156261,1.78478,0.309588,,-0.881814,72.1974,7.71284,112.762,-0.881814,0.18,7.327006220817566,2.5694620013237,2.93435,281.4100036621094,,,,,,,628.4,4.871317829,628.4,4.871317829,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Brent Rooker","ATH",149.883,640.781,567.935,150.252,84.8043,30.4675,1.40573,33.5748,89.7954,92.9632,59.6068,2.45763,161.672,8.32329,4.33596,0.579438,9.17166,7.00052,2.0312,0.264559,0.0930221,0.252304,0.368691,0.340803,0.500507,0.359293,0.84131,0.235948,3.85225,0.309469,,-0.423787,99.7687,24.0555,129.228,-0.423787,-0.04,21.650235205888748,-15.159775771200657,2.92052,45.150001525878906,,,,,,,896,5.973333333,896,5.973333333,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Gleyber Torres","DET",147.174,633.532,551.319,141.642,97.6933,26.0121,0.611894,17.3246,75.8666,68.8006,71.2067,0.0367385,109.254,3.98788,5.71606,1.28231,11.7885,7.9413,2.56492,0.256914,0.112396,0.172453,0.651752,0.342971,0.400587,0.327638,0.743558,0.143673,3.49056,0.288803,,-0.603229,82.3577,7.50106,109.991,-0.603229,-2.44,6.856738805770874,-0.16879653930664062,2.9152,248.13999938964844,,,,,,,716.9,4.876870748,716.9,4.876870748,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Dansby Swanson","CHC",153.172,629.433,564.578,134.883,87.9352,23.8977,2.08618,20.9641,76.3565,73.2409,50.1889,0.981796,163.263,3.66676,4.47619,1.11519,10.0902,15.5885,3.95946,0.23891,0.0797366,0.259381,0.307411,0.302995,0.400025,0.305831,0.703021,0.161116,5.06175,0.296027,,0.566646,70.6805,-3.69185,96.8814,0.566646,2.07,-1.7598435878753662,9.161296129226685,2.89983,149.14999389648438,,,,,,,650.6,4.252287581,650.6,4.252287581,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Luke Keaschall","MIN",126.93,536.518,476.284,129.735,89.14,27.4338,1.31984,11.8414,68.8234,54.7357,45.9745,1.61476,90.514,8.73062,4.8828,0.645847,9.35271,20.9236,4.61763,0.27239,0.0856905,0.168706,0.507927,0.344187,0.410118,0.329803,0.754304,0.137728,5.3127,0.31122,,1.35477,70.6891,7.29534,110.975,1.35477,-0.52,8.294600367546082,0.9551428556442261,2.83568,125.95999908447266,,,,,,,639.7,5.037007874,639.7,5.037007874,,,,,,,,,,,,,,,,,,,"Luke Keaschall","33321",807712
"Andy Pages","LAD",139.8,573.921,524.62,133.261,79.1489,29.0161,1.26653,23.8289,75.9495,78.0073,35.6275,1.21423,127.235,8.34678,4.80924,0.517899,7.52003,9.34523,2.87693,0.254014,0.0620773,0.221695,0.280013,0.309093,0.450415,0.326025,0.759508,0.196401,4.51448,0.289222,,-0.113911,73.857,6.04377,109.432,-0.113911,0.4,6.302016831934452,2.1560292541980743,2.81897,134.74000549316406,,,,,,,675.9,4.827857142,675.9,4.827857142,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Randy Arozarena","SEA",151.714,651.461,564.429,132.387,82.3281,24.7479,2.56579,22.7456,88.0484,71.5624,65.5271,0.868541,170.229,16.863,3.99733,0.644321,10.8179,24.9855,6.88513,0.234551,0.100585,0.261304,0.384935,0.330012,0.408383,0.324529,0.738396,0.173833,5.94079,0.292026,,1.09584,83.044,6.06887,114.631,1.09584,0,12.33000659942627,-7.216890335083008,2.81721,89,,,,,,,757.9,4.98618421,757.9,4.98618421,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Roman Anthony","BOS",140.601,609.875,529.759,138.586,87.9816,30.9653,2.08251,17.5563,78.0141,70.4516,71.2145,1.42209,146.386,4.68835,3.53837,0.674331,12.8879,9.48015,3.16903,0.261601,0.116769,0.240026,0.486485,0.352082,0.427335,0.340778,0.779417,0.165734,4.26697,0.327677,,-0.474267,85.7887,13.7272,115.097,-0.474267,4.08,10.377472400665283,-3.8758177757263184,2.81283,52.869998931884766,,,,,,,755.6,5.358865248,755.6,5.358865248,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"James Wood","WSN",146.111,630.905,550.561,143.223,86.33,30.4028,1.94054,24.5495,84.2315,81.5341,72.4311,4.46447,186.329,4.28828,3.07731,0.547304,11.292,16.9783,5.46031,0.26014,0.114805,0.295337,0.388726,0.348917,0.456181,0.347387,0.805097,0.196041,4.79763,0.346229,,0.11265,92.1325,17.5862,123.577,0.11265,-0.2,17.742267541587353,-11.57203121483326,2.77887,34.04999923706055,,,,,,,829.5,5.681506849,829.5,5.681506849,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Freddie Freeman","LAD",143.129,618.061,543.255,149.807,94.7494,32.1846,2.00925,20.8634,84.2011,80.3707,62.0784,7.43498,111.897,6.91644,5.07602,0.735122,10.924,8.66703,2.39911,0.275758,0.100441,0.181045,0.554781,0.354434,0.457612,0.348212,0.812047,0.181855,4.36249,0.31028,,-0.280974,90.6709,17.6422,124.631,-0.280974,-0.24,17.762002140283585,-11.331404909491539,2.76179,66.73999786376953,,,,,,,817.1,5.713986013,817.1,5.713986013,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Nico Hoerner","CHC",145.961,606.913,554.856,152.869,117.735,25.175,3.47441,6.4849,73.7003,54.9514,37.2428,1.19576,58.7755,8.93108,4.70132,1.08999,12.6287,26.1443,6.70619,0.275511,0.0613643,0.0968434,0.633645,0.328599,0.368469,0.306849,0.697068,0.0929583,5.96071,0.296146,,1.40838,68.6532,-3.05826,97.5786,1.40838,4.63,-0.3333735466003418,6.977325916290283,2.74567,105.04000091552734,,,,,,,615.6,4.216438356,615.6,4.216438356,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Mike Trout","LAA",117.875,502.312,424.016,101.849,55.6639,17.885,1.71736,26.5828,67.1219,70.654,68.0958,5.16999,151.271,6.66351,3.11859,0.417848,5.95938,3.3794,0.979365,0.240201,0.135565,0.30115,0.450156,0.351884,0.47856,0.355761,0.830443,0.238359,3.69492,0.301934,,-0.552068,76.7688,17.4168,128.436,-0.552068,-0.94,16.283089458942413,-6.76098769903183,2.74309,178.82000732421875,,,,,,,692.5,5.868644067,692.5,5.868644067,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Yainer Diaz","HOU",130.562,518.923,488.353,130.388,88.8454,23.3815,0.913676,17.2473,58.5971,65.4439,22.2613,1.08109,90.4602,3.39375,4.24149,0.673507,11.7075,1.63918,0.518115,0.266995,0.0428991,0.174323,0.24609,0.301096,0.424567,0.311995,0.725664,0.157572,2.85931,0.293958,,-0.633099,60.868,-0.446768,100.041,-0.633099,1.11,-0.6082698479294777,9.347913146018982,2.72153,110.80000305175781,,,,,,,548.2,4.184732824,548.2,4.184732824,,,,,,,,,,,,,,,,,,,"Yainer Diaz","23003",673237
"Francisco Alvarez","NYM",111.393,429.812,383.307,85.2369,51.608,14.5087,1.19012,17.9301,49.3482,53.8087,37.461,1.28722,116.461,5.71937,2.75379,0.571255,8.23764,0.929533,0.341352,0.222373,0.0871567,0.270958,0.321662,0.299173,0.406766,0.306725,0.705939,0.184393,2.8749,0.267441,,-0.571147,48.5767,-2.20893,99.0028,-0.571147,6.69,-1.0791314244270325,13.192409038543701,2.7024,171.82000732421875,,,,,,,442.3,3.984684684,442.3,3.984684684,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Trevor Story","BOS",135.988,575.363,522.176,130.432,81.5301,24.7876,2.761,21.3537,74.2329,70.946,35.0453,1.41284,156.832,6.24655,4.06753,1.03827,6.98647,22.8382,4.74428,0.249786,0.0609099,0.27258,0.223457,0.302579,0.430512,0.315521,0.733091,0.180726,6.40444,0.313393,,1.82326,69.1354,1.15186,97.6982,1.82326,-0.03,0.2623574733734131,6.265741081908345,2.69401,109.33000183105469,,,,,,,645.7,4.747794117,645.7,4.747794117,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
"Marcus Semien","NYM",137.286,580.17,516.562,124.936,79.4693,23.5461,2.54148,19.3787,68.7871,66.9096,49.2268,0.458816,97.5507,3.40786,5.36583,0.615566,8.46322,8.47919,2.2322,0.24186,0.0848489,0.168142,0.504627,0.309053,0.409827,0.312304,0.71888,0.167967,4.65556,0.260636,,-0.087365,68.198,-0.353569,102.825,-0.087365,2.8,1.8550379201769829,4.734383821487427,2.64906,256.3399963378906,,,,,,,613.9,4.481021897,613.9,4.481021897,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"J.P. Crawford","SEA",143.833,597.995,516.872,125.13,89.3264,23.8319,0.614486,11.3575,64.9982,56.5009,66.2883,0.776712,115.757,5.25899,3.448,3.39568,12.8811,4.24267,1.58352,0.242091,0.110851,0.193576,0.572649,0.3323,0.356498,0.307686,0.688798,0.114406,3.00258,0.289347,,-0.856854,68.051,-2.60673,103.029,-0.856854,-2.64,1.277791440486908,4.018934488296509,2.64772,746.6699829101562,,,,,,,576.7,4.004861111,576.7,4.004861111,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"Jose Altuve","HOU",138.527,600.006,540.843,142.03,93.5693,26.0666,0.575814,21.8181,77.1564,72.4347,49.4128,1.86653,104.179,5.12943,3.61271,1.00801,12.0209,12.1014,3.50683,0.262608,0.0823538,0.17363,0.474305,0.328168,0.433957,0.330156,0.762125,0.171348,4.18379,0.287273,,0.0187175,79.226,8.33066,112.551,0.0187175,-3.02,8.894667375832796,-3.6685346364974976,2.64758,115.86000061035156,,,,,,,715.7,5.148920863,715.7,5.148920863,,,,,,,,,,,,,,,,,,,"Jose Altuve","5417",514888
"Matt Olson","ATL",153.655,664.908,573.873,140.844,81.8339,28.8595,0.824877,29.3257,84.8126,91.0572,79.8265,3.818,157.251,5.68809,4.9061,0.613985,11.5915,1.19873,0.41326,0.245427,0.120056,0.2365,0.507639,0.34075,0.451894,0.342273,0.792645,0.206468,2.20793,0.284338,,-1.00907,94.3371,15.7731,119.582,-1.00907,1,14.42279326915741,-10.856095314025879,2.62824,49.5099983215332,,,,,,,837.9,5.44090909,837.9,5.44090909,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Ryan Jeffers","MIN",125.761,499.757,438.818,105.917,68.2983,21.5061,0.812052,15.3003,57.4026,54.822,45.7688,0.522126,105.57,8.97662,3.43053,2.67994,8.95702,2.56913,0.829015,0.241368,0.091582,0.211243,0.43354,0.323268,0.398679,0.31708,0.721947,0.157311,3.16657,0.281962,,-0.634518,60.6833,1.63316,102.21,-0.634518,3.34,0.6674944758415222,7.803739309310913,2.62657,311.45001220703125,,,,,,,533,4.23015873,533,4.23015873,,,,,,,,,,,,,,,,,,,"Ryan Jeffers","24618",680777
"Brandon Nimmo","TEX",143.043,615.949,542.646,136.748,87.3281,22.5322,5.41853,21.4693,80.608,70.3835,59.2471,0.85357,133.283,8.6538,4.25414,1.14779,11.3744,7.54539,2.17801,0.252002,0.0961884,0.216386,0.444523,0.33287,0.432188,0.33264,0.765058,0.180186,5.30446,0.293967,,-0.401993,82.5732,9.79408,115.092,-0.401993,0.66,10.554473459720612,-6.845342457294464,2.54851,145.27999877929688,,,,,,,730.4,5.107692307,730.4,5.107692307,,,,,,,,,,,,,,,,,,,"Brandon Nimmo","12927",607043
"Cody Bellinger","NYY",138.63,594.506,534.759,136.09,84.9716,23.9829,3.19081,23.9446,74.3166,73.0063,49.6619,2.63125,90.2407,3.24727,6.31023,0.5275,8.26525,11.4625,2.88193,0.254488,0.0835347,0.151791,0.550327,0.318192,0.445599,0.327576,0.763791,0.191111,4.87807,0.262707,,0.219422,77.2544,7.0089,111.327,0.219422,1.12,8.156020849943161,-3.7907851934432983,2.54013,79.83000183105469,,,,,,,710.4,5.110791366,710.4,5.110791366,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Seiya Suzuki","CHC",138.604,597.244,523.646,131.414,79.4672,24.9234,2.88044,24.1428,79.2886,77.3343,63.4901,1.77476,151.076,4.33812,5.02352,0.746155,8.47364,10.0753,2.98717,0.250959,0.106305,0.252954,0.420254,0.33402,0.447872,0.33778,0.781892,0.196913,4.98339,0.303496,,-0.168918,82.5584,11.9895,118.768,-0.168918,-0.12,13.11607015132904,-8.286902539432049,2.52708,89.97000122070312,,,,,,,736.4,5.297841726,736.4,5.297841726,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Brice Turang","MIL",148.782,633.238,565.874,142.442,101.096,24.6796,3.2905,13.3757,76.4702,61.6169,56.8207,1.35268,133.839,2.44363,4.18531,3.91407,10.5039,30.1362,6.60025,0.25172,0.0897304,0.211356,0.424547,0.320512,0.377874,0.306846,0.698386,0.126155,5.99268,0.305232,,2.27462,71.6296,-3.19239,96.539,2.27462,1.51,-0.32294178009033203,3.954148530960083,2.52704,51.790000915527344,,,,,,,655.4,4.398657718,655.4,4.398657718,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"CJ Abrams","WSN",140.488,613.357,557.652,139.837,89.7199,28.3239,3.2702,18.5228,77.3283,67.4774,37.1805,1.39055,118.913,11.9662,4.26456,2.29387,8.72022,30.8584,7.9209,0.25076,0.0606181,0.193872,0.31267,0.30927,0.412927,0.313184,0.722197,0.162167,6.36092,0.285794,,2.02037,72.5371,0.0642615,100.146,2.02037,-3.48,2.126821018755436,2.0605077743530273,2.51626,64.62999725341797,,,,,,,686.4,4.902857142,686.4,4.902857142,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Otto Lopez","MIA",135.928,563.819,516.598,138.135,99.688,24.8445,2.58391,11.0187,64.667,57.3876,36.6767,1.56028,87.1303,4.0686,4.60705,1.86893,12.3088,17.2273,4.58182,0.267394,0.0650504,0.154536,0.42094,0.318321,0.389478,0.308416,0.707799,0.122084,5.38129,0.300472,,0.652334,64.4961,-2.12346,95.5192,0.652334,1.85,-2.341893434524536,8.142962574958801,2.51274,226.42999267578125,,,,,,,590.1,4.338970588,590.1,4.338970588,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"Kazuma Okamoto","TOR",126.112,523.094,460.4,108.673,60.7869,22.155,0.523441,25.2079,65.3131,73.8601,51.5688,2.41444,114.005,6.96422,3.55622,0.604643,9.41892,1.24971,0.457653,0.236041,0.0985843,0.217943,0.452339,0.320019,0.450693,0.331842,0.770711,0.214652,2.39598,0.257019,,-0.709246,69.7866,7.97899,113.741,-0.709246,0,7.762602269649506,-1.3623210191726685,2.49687,999,,,,,,,633.8,5.03015873,633.8,5.03015873,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto","sa3063134",672960
"Bo Naylor","CLE",119.919,445.95,393.037,83.3434,48.8096,17.6601,1.59054,15.2832,49.364,49.1181,43.9711,1.04006,114.284,3.46749,3.40308,2.07146,5.44961,5.19109,1.54457,0.21205,0.0986011,0.256271,0.384753,0.294635,0.381731,0.295882,0.676365,0.169681,4.34655,0.255029,,-0.222843,46.4746,-6.21785,89.5504,-0.222843,5.41,-5.715206906199455,14.663008689880371,2.48585,658.1099853515625,,,,,,,421.3,3.510833333,421.3,3.510833333,,,,,,,,,,,,,,,,,,,"Bo Naylor","21865",666310
"Masyn Winn","STL",143.938,611.254,559.852,141.337,97.1538,28.4972,2.6296,13.0566,67.3387,60.994,39.0015,0.248408,112.618,4.66675,4.64574,3.08755,10.1291,12.6496,3.44988,0.252454,0.0638056,0.184241,0.346317,0.304202,0.382714,0.299944,0.686915,0.130259,5.01159,0.292328,,0.189115,65.7174,-6.50699,93.2041,0.189115,1.74,-4.734243705868721,8.403796434402466,2.45613,313.8900146484375,,,,,,,598.4,4.155555555,598.4,4.155555555,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Josh Naylor","SEA",144.075,606.623,543.253,141.908,92.3589,25.8557,0.421278,23.2718,75.5951,79.5245,50.8133,5.2786,88.613,5.96868,5.47658,0.652223,12.7272,15.0206,4.0591,0.261218,0.0837642,0.146076,0.573429,0.328135,0.438877,0.329449,0.767012,0.177659,4.0597,0.271574,,0.39211,79.7517,8.07455,118.021,0.39211,0.91,13.276440560817719,-10.456715404987335,2.42467,64.33999633789062,,,,,,,732.1,5.084027777,732.1,5.084027777,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Trent Grisham","NYY",125.274,521.925,442.383,97.2568,53.5802,16.9242,1.57387,25.1785,68.867,64.6766,68.1023,0.502165,129.365,5.85894,3.00176,2.57902,7.97125,5.66987,1.59531,0.219848,0.130483,0.247861,0.526437,0.32968,0.435967,0.333889,0.765647,0.216119,4.04547,0.247827,,-0.358006,70.498,8.82859,115.676,-0.358006,-5.61,9.285026252269745,-3.6767594814300537,2.41172,251.3300018310547,,,,,,,624.7,4.9976,624.7,4.9976,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Ben Rice","NYY",131.686,541.309,475.948,115.844,65.398,23.4269,2.0697,24.9498,71.0148,70.1724,53.1322,0.45398,112.274,7.82569,3.76554,0.549071,9.36091,5.26846,1.39715,0.243397,0.0981551,0.207412,0.473237,0.327005,0.45858,0.339173,0.785585,0.215182,4.29274,0.265394,,-0.349628,75.4383,11.4785,119.315,-0.349628,0.7,11.973578155040741,-7.094354450702667,2.40539,53.349998474121094,,,,,,,676.4,5.124242424,676.4,5.124242424,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Oneil Cruz","PIT",126.581,533.316,473.29,111.376,65.5229,21.7773,3.62473,20.4507,75.0138,61.5146,52.6861,2.79975,162.273,3.71758,3.16818,0.454198,6.84971,25.1117,5.97668,0.235322,0.0987896,0.304272,0.324676,0.314864,0.426281,0.320098,0.741145,0.190959,6.80373,0.309548,,1.78834,66.0648,3.04945,102.979,1.78834,0.25,3.6712273359298706,2.0004587173461914,2.39567,95.33999633789062,,,,,,,624.9,4.92047244,624.9,4.92047244,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Isaac Paredes","HOU",117.01,494.802,425.728,103.32,62.7843,17.9389,0.476171,22.1208,63.0628,63.5539,55.5392,0.408286,82.0449,9.46172,3.60804,0.46487,8.04635,1.17537,0.367478,0.24269,0.112245,0.165814,0.676937,0.340498,0.442944,0.341424,0.783442,0.200253,2.39845,0.249713,,-0.756315,69.8614,11.3967,120.313,-0.756315,0.16,11.090064883232117,-4.755543559789658,2.39051,236.14999389648438,,,,,,,606.7,5.185470085,606.7,5.185470085,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Ian Happ","CHC",145.836,631.223,544.207,129.516,79.1579,28.2882,1.41223,20.6581,78.801,73.5674,77.2586,1.55353,149.159,5.23122,3.73846,0.788189,10.7222,8.44311,2.48951,0.237991,0.122395,0.236301,0.517963,0.336286,0.409042,0.327118,0.745328,0.171051,3.94142,0.287887,,-0.387765,81.7908,7.20693,111.463,-0.387765,1.02,8.18840816617012,-5.82743501663208,2.39022,183.33999633789062,,,,,,,723.9,4.958219178,723.9,4.958219178,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Luis Arraez","SFG",139.275,607.785,559.987,173.694,137.728,27.9415,2.82505,5.19887,70.8755,61.1275,33.6451,2.64069,23.3572,4.01683,5.18443,4.95194,14.8576,7.76529,3.33358,0.310175,0.055357,0.03843,1.44046,0.350604,0.398013,0.326431,0.748617,0.0878382,4.03442,0.313996,,-0.952538,78.4152,6.60069,111.594,-0.952538,-3.26,7.399549245834351,-4.34672749042511,2.38122,284.3500061035156,,,,,,,680.5,4.895683453,680.5,4.895683453,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Steven Kwan","CLE",147.249,645.385,574.401,157.313,120.306,25.7155,2.85901,8.43155,74.9111,58.5364,58.1523,1.36502,55.4468,4.80853,5.35246,2.67076,12.8361,16.4896,5.00947,0.273872,0.0901048,0.0859128,1.04879,0.342724,0.372633,0.316212,0.715356,0.0987605,4.76757,0.288599,,0.0455979,77.9114,1.65416,103.555,0.0455979,3.24,2.7496982365846634,-2.4289424419403076,2.3055,168.5500030517578,,,,,,,678.3,4.614285714,678.3,4.614285714,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Wilyer Abreu","BOS",125.027,504.913,448.179,109.177,61.5322,24.5991,1.01117,22.0341,62.5203,70.5172,49.0072,2.43679,125.154,3.18179,3.83519,0.709435,6.08686,8.47422,2.8141,0.2436,0.0970606,0.247872,0.391575,0.32004,0.45049,0.331006,0.77053,0.20689,4.07606,0.285875,,-0.192241,67.0182,7.35885,108.365,-0.192241,6.12,4.786008238792419,0.22741937637329102,2.29095,209.6999969482422,,,,,,,610.2,4.8816,610.2,4.8816,,,,,,,,,,,,,,,,,,,"Wilyer Abreu","23772",677800
"Max Muncy","LAD",109.057,444.249,372.245,81.507,42.7152,15.7677,1.257,21.7671,60.8998,61.8966,62.5595,2.22266,108.15,5.34684,3.64244,0.455225,5.79228,2.33668,0.738316,0.218961,0.140821,0.243444,0.578454,0.336673,0.443498,0.338238,0.780171,0.224537,3.49496,0.242874,,-0.550631,61.5748,9.08333,117.799,-0.550631,-2.7,8.820768058300018,-1.3277254104614258,2.27884,246.63999938964844,,,,,,,551.1,5.055963302,551.1,5.055963302,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
