Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Heliot Ramos","SFG",144.326,607.953,548.875,139.085,90.2243,25.1903,1.79912,21.8708,75.6723,73.366,45.6542,1.2965,148.772,8.41152,4.08225,0.929882,11.8691,6.42494,2.34562,0.253399,0.075095,0.244709,0.306874,0.318193,0.425389,0.322438,0.743582,0.17199,4.08017,0.30659,,-0.61958,76.4657,4.63137,108.859,-0.61958,-1.93,5.76367324590683,-9.297067761421204,1.70794,219.66000366210938,,,,,,,687.9,4.777083333,687.9,4.777083333,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Lawrence Butler","ATH",135.98,562.536,506.777,121.331,73.4425,25.1624,1.97173,20.7544,73.919,64.135,49.3062,0.703221,151.803,1.77243,3.59213,1.08812,8.62871,16.7312,3.93243,0.239417,0.0876499,0.269854,0.324805,0.307081,0.419712,0.314948,0.726792,0.180295,5.64638,0.297729,,0.918436,67.3323,0.864366,98.68,0.918436,0.7,0.04325711727142334,-2.9972808957099915,1.6787,156.72999572753906,,,,,,,626,4.602941176,626,4.602941176,,,,,,,,,,,,,,,,,,,"Lawrence Butler","22542",671732
"Nolan Schanuel","LAA",141.12,599.038,515.143,136.098,98.8686,22.6284,1.69388,12.9067,69.5615,57.5009,66.7778,2.94557,81.7606,9.28385,4.7357,3.09765,14.4512,6.22257,2.14963,0.264194,0.111475,0.136486,0.816749,0.356008,0.38986,0.329508,0.745868,0.125667,3.79225,0.289717,,-0.771184,78.7828,8.00184,110.351,-0.771184,-0.02,6.537038087844849,-10.90888835862279,1.66218,563.7000122070312,,,,,,,680.7,4.827659574,680.7,4.827659574,,,,,,,,,,,,,,,,,,,"Nolan Schanuel","33189",694384
"Tyler Stephenson","CIN",108.58,425.744,377.033,88.8816,57.539,15.8321,0.800476,14.71,47.2733,50.5472,40.1431,0.813201,121.325,4.95611,2.84448,0.49138,8.07854,0.982795,0.38299,0.23574,0.0942894,0.284971,0.330874,0.315267,0.399023,0.312634,0.71429,0.163284,2.53432,0.304178,,-0.632498,50.1594,-0.145544,94.8694,-0.632498,0.86,-3.2213627099990845,5.158322691917419,1.64739,278.5,,,,,,,451.4,4.141284403,451.4,4.141284403,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Konnor Griffin","PIT",96.717,403.148,369.126,94.6691,66.221,16.5568,1.13376,10.7575,49.1883,42.2754,23.6544,1.27874,103.88,6.96344,2.1386,1.26528,6.68486,14.7847,3.90357,0.256468,0.0586743,0.257671,0.22771,0.31175,0.394894,0.307978,0.706644,0.138426,5.57767,0.326978,,0.72751,45.9733,-1.66171,94.6767,0.72751,0,-1.8160312175750732,4.477639198303223,1.64462,999,,,,,,,431.7,4.450515463,431.7,4.450515463,,,,,,,,,,,,,,,,,,,"Konnor Griffin","sa3065496",804606
"Ozzie Albies","ATL",139.807,587.562,533.936,131.826,85.7487,26.8103,2.52203,16.7453,67.5027,66.6303,42.2098,1.36017,87.5922,4.81569,6.02979,0.571068,8.6504,9.57888,2.74127,0.246896,0.0718389,0.149077,0.48189,0.304693,0.400641,0.305769,0.705334,0.153746,4.76385,0.264173,,-0.0743742,65.9492,-3.47582,94.5758,-0.0743742,-1.82,-3.851702928543091,0.3375154733657837,1.64049,155.61000061035156,,,,,,,612,4.371428571,612,4.371428571,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
"Royce Lewis","MIN",122.128,496.573,454.525,108.841,67.5809,23.0377,0.588061,17.6345,57.9686,58.7575,34.8668,0.977216,105.57,2.86778,3.71044,0.602994,6.94494,10.8859,2.55606,0.239461,0.0702149,0.212597,0.330272,0.295533,0.409127,0.304734,0.70466,0.169666,4.39326,0.272234,,0.441621,55.3189,-3.35501,93.7054,0.441621,0.62,-3.242429256439209,2.1324065923690796,1.63508,181.00999450683594,,,,,,,523.5,4.290983606,523.5,4.290983606,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Christian Yelich","MIL",135.215,577.499,505.35,129.064,86.2892,20.9526,1.98893,19.8328,73.3384,71.4607,64.0158,4.81957,141.734,4.10939,2.81775,1.05242,13.7387,15.7883,4.28174,0.255394,0.11085,0.245428,0.451661,0.342167,0.422464,0.332183,0.764632,0.16707,4.84362,0.315149,,0.416639,77.2044,8.96845,113.896,0.416639,-0.05,9.927570074796677,-13.172716904431581,1.63377,126.11000061035156,,,,,,,700.9,5.191851851,700.9,5.191851851,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Kyle Higashioka","TEX",74.583,274.343,251.84,54.2644,33.0559,10.5993,0.359564,10.2497,28.1039,33.0048,16.9764,0.1231,69.7864,1.44742,1.90835,0.920092,3.68597,1.94689,0.623196,0.215472,0.0618801,0.254376,0.243262,0.267067,0.382513,0.28153,0.64958,0.167041,3.13941,0.253378,,-0.20487,25.3938,-7.02195,79.8846,-0.20487,7.78,-6.7090969532728195,13.213659763336182,1.63158,999,,,,,,,231.3,3.084,231.3,3.084,,,,,,,,,,,,,,,,,,,"Kyle Higashioka","5517",543309
"Josh Smith","TEX",122.586,502.737,439.755,105.855,73.0641,20.9018,1.95896,9.93042,57.3308,46.0602,46.3647,0.98999,94.961,10.2495,3.44591,2.92145,9.39344,9.10853,2.85845,0.240714,0.0922246,0.188888,0.48825,0.325059,0.364899,0.306229,0.689958,0.124185,4.84633,0.283541,,-0.198439,56.6161,-2.78614,96.8991,-0.198439,-0.86,-2.0358422994613647,0.663917064666748,1.62999,513.2000122070312,,,,,,,496.6,4.037398373,496.6,4.037398373,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
"Carlos Narváez","BOS",108.059,410.23,367.06,81.9679,53.5569,16.245,0.359053,11.807,41.8072,46.2888,35.4061,0.926566,109.061,3.71752,2.99963,1.04693,7.24696,3.08106,0.899355,0.223309,0.0863079,0.265854,0.324644,0.295935,0.366022,0.290866,0.661957,0.142712,3.08377,0.281555,,-0.357819,41.0815,-7.39032,80.7147,-0.357819,3.43,-9.682322412729263,11.46468997001648,1.62696,425.04998779296875,,,,,,,371.3,3.437962962,371.3,3.437962962,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Bryan Reynolds","PIT",146.244,632.509,563.83,143.586,94.1652,24.7075,5.8936,18.8198,77.8918,73.5383,55.2603,2.09944,153.488,8.26568,4.54921,0.604121,11.8659,5.87886,1.83235,0.254662,0.0873668,0.242666,0.36003,0.327758,0.419525,0.324602,0.747283,0.164862,4.98286,0.31501,,-0.601772,80.6653,5.92953,106.064,-0.601772,-1.84,3.9442272186279297,-9.101175665855408,1.62542,203.92999267578125,,,,,,,722.5,4.948630136,722.5,4.948630136,,,,,,,,,,,,,,,,,,,"Bryan Reynolds","19326",668804
"Gavin Lux","TBR",110.317,446.892,397.168,100.94,71.0619,19.195,3.01272,7.67049,49.9172,43.7948,44.1093,0.459767,97.298,2.002,3.14714,0.465354,9.29563,4.05934,1.17772,0.25415,0.0987024,0.217722,0.453342,0.329397,0.375589,0.311159,0.704986,0.121439,4.31973,0.315797,,-0.440932,52.1158,-0.687888,98.0075,-0.440932,0,-1.4904022812843323,1.7548049688339233,1.60075,746.739990234375,,,,,,,458.8,4.17090909,458.8,4.17090909,,,,,,,,,,,,,,,,,,,"Gavin Lux","19955",666158
"Colt Keith","DET",121.321,488.938,438.95,113.338,74.4117,20.7843,3.86662,14.2753,59.2353,55.3894,43.1133,1.53398,102.962,2.96086,3.44881,0.464707,8.13997,3.64316,1.20197,0.258202,0.0881775,0.210583,0.41873,0.326348,0.420734,0.32403,0.747081,0.162532,4.46198,0.304656,,-0.548878,62.1284,4.35658,107.505,-0.548878,0.13,3.775987982749939,-5.012061238288879,1.5953,427.6600036621094,,,,,,,551.9,4.561157024,551.9,4.561157024,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Spencer Torkelson","DET",146.552,615.101,537.539,124.827,70.5899,27.012,0.510195,26.7151,73.2724,80.939,64.2001,2.89745,159.734,7.46468,5.40971,0.487218,7.78639,2.46945,0.681282,0.23222,0.104373,0.259687,0.40192,0.3197,0.433466,0.325519,0.753165,0.201246,2.64849,0.275209,,-0.705096,78.9034,6.22447,108.531,-0.705096,0.45,5.479478120803833,-11.10655289888382,1.59032,181.52999877929688,,,,,,,713.8,4.855782312,713.8,4.855782312,,,,,,,,,,,,,,,,,,,"Spencer Torkelson","27465",679529
"Jung Hoo Lee","SFG",136.896,568.8,515.914,140.406,93.368,33.7199,4.58087,8.73698,68.842,58.1037,42.0562,1.36116,63.6902,5.08832,4.98263,0.759,11.6943,7.99654,2.43562,0.27215,0.0739384,0.111973,0.660324,0.33017,0.406072,0.320247,0.736243,0.133923,4.95427,0.293596,,-0.316751,70.5292,3.3211,107.358,-0.316751,-3.21,4.643406122922897,-8.187947750091553,1.57352,339.4800109863281,,,,,,,630.3,4.600729927,630.3,4.600729927,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Harrison Bader","SFG",123.045,486.512,444.501,106.014,69.6877,18.2525,3.15281,14.9206,61.8396,50.079,30.5355,0.309679,120.424,7.38175,3.17228,0.9213,7.15132,15.4716,4.35145,0.2385,0.0627641,0.247525,0.253567,0.296404,0.39445,0.300796,0.690854,0.15595,6.13507,0.291657,,0.603991,52.6429,-4.84225,94.0336,0.603991,-0.02,-2.8363196849823,1.8788424544036388,1.55811,481.0299987792969,,,,,,,490.2,3.985365853,490.2,3.985365853,,,,,,,,,,,,,,,,,,,"Harrison Bader","18030",664056
"Jo Adell","LAA",139.555,567.953,516.529,119.642,66.4521,21.0763,2.01929,30.0945,71.7113,77.608,39.3172,1.23666,156.284,7.87889,3.51925,0.515088,7.43117,10.2439,2.83562,0.231628,0.0692262,0.275171,0.251575,0.294121,0.455039,0.320774,0.74916,0.223412,4.96912,0.268373,,0.145443,70.6676,3.55954,104.335,0.145443,-2.5,3.047362431883812,-7.673654079437256,1.52668,119.06999969482422,,,,,,,660.9,4.720714285,660.9,4.720714285,,,,,,,,,,,,,,,,,,,"Jo Adell","20220",666176
"Tommy Edman","LAD",108.981,441.481,403.72,98.2672,64.6987,18.622,2.032,12.9145,55.5932,48.8757,27.9607,0.737821,75.0789,4.30225,3.36985,2.06785,8.59049,9.70475,2.50215,0.243405,0.0633339,0.170061,0.372418,0.297097,0.395563,0.300644,0.69266,0.152158,5.45672,0.267483,,0.28104,47.7159,-4.44851,92.0454,0.28104,2.32,-3.881190925836563,4.049180269241333,1.51997,708.3599853515625,,,,,,,440.1,4.037614678,440.1,4.037614678,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Logan O'Hoppe","LAA",116.962,453.444,413.169,93.0285,57.0075,16.1274,0.806101,19.0875,49.0707,55.8405,31.1781,0.41107,131.885,5.15324,2.82041,1.12292,6.76436,2.7845,0.912008,0.225158,0.0687584,0.290852,0.236404,0.285991,0.406687,0.300186,0.692678,0.181528,3.19957,0.279004,,-0.430061,48.8402,-4.73774,90.1527,-0.430061,-2.25,-5.69283190369606,4.91830587387085,1.51753,246.85000610351562,,,,,,,449.4,3.841025641,449.4,3.841025641,,,,,,,,,,,,,,,,,,,"Logan O'Hoppe","24729",681351
"Caleb Durbin","BOS",131.926,526.254,472.672,118.972,84.1173,23.7438,1.44456,9.66681,60.5044,50.3604,33.1789,0.995757,55.3716,12.9739,4.03431,3.39484,11.2288,19.2281,4.5761,0.251702,0.0630474,0.105218,0.599205,0.315812,0.369402,0.301918,0.685214,0.1177,5.36391,0.265519,,1.1182,57.4225,-4.75848,88.3278,1.1182,0.66,-6.12149715423584,2.6958948969841003,1.50268,225.6199951171875,,,,,,,522.8,3.96060606,522.8,3.96060606,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Matt Wallner","MIN",117.686,480.716,418.083,93.6927,50.2116,19.8028,1.54217,22.1361,61.9842,62.8662,48.5727,1.06394,150.664,10.8207,2.8537,0.386014,6.1232,4.35631,1.35136,0.224101,0.101042,0.313415,0.322392,0.31871,0.437684,0.32823,0.756394,0.213583,4.29353,0.288375,,-0.398696,62.723,5.92272,109.891,-0.398696,-1.45,5.205488681793213,-7.218921422958374,1.48681,386.4599914550781,,,,,,,569.4,4.825423728,569.4,4.825423728,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Josh Jung","TEX",125.494,512.744,475.49,115.614,76.1413,22.1464,1.12705,16.1994,55.3052,60.6253,29.1485,0.414313,130.229,4.31072,3.28629,0.508853,8.30671,3.95351,1.26277,0.243148,0.0568481,0.253985,0.223825,0.291025,0.396671,0.29832,0.687696,0.153523,3.48095,0.299129,,-0.447238,54.4504,-6.13426,91.4506,-0.447238,0.52,-5.613874673843384,2.4566357135772705,1.48257,625.4000244140625,,,,,,,498.3,3.9864,498.3,3.9864,,,,,,,,,,,,,,,,,,,"Josh Jung","26299",673962
"Jonathan India","KCR",121.934,514.325,443.683,107.527,72.0703,22.8564,1.47663,11.1241,60.7061,52.0717,53.0614,0.0218074,98.2548,12.5324,3.70965,1.33834,9.82374,8.49598,2.64076,0.242352,0.103167,0.191036,0.540039,0.337477,0.375739,0.317647,0.713216,0.133388,4.4929,0.285205,,-0.290908,62.689,1.9175,100.342,-0.290908,-1.42,-0.0834585577249527,-3.1426807641983032,1.48109,588.3300170898438,,,,,,,541.4,4.437704918,541.4,4.437704918,,,,,,,,,,,,,,,,,,,"Jonathan India","21523",663697
"Carson Kelly","CHC",95.371,363.671,320.992,74.6493,49.4761,12.367,0.592016,12.2143,40.148,43.4147,33.8905,0.254792,72.9507,4.04617,3.08765,0.551094,6.83121,1.29635,0.358003,0.232558,0.0931899,0.200595,0.464567,0.310997,0.388929,0.307233,0.699926,0.156371,2.83141,0.261328,,-0.462727,41.2515,-1.71907,97.8419,-0.462727,-2.69,-1.3929276168346405,3.7553582191467285,1.47963,626.9000244140625,,,,,,,368.2,3.875789473,368.2,3.875789473,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"Willi Castro","COL",128.102,522.869,465.873,120.507,80.7318,23.644,3.1737,12.9576,66.1216,55.3108,40.2783,0.783462,117.202,11.2396,3.57596,1.9019,8.96123,15.5622,4.69834,0.258669,0.0770333,0.224151,0.343667,0.330203,0.406487,0.322378,0.73669,0.147818,5.78174,0.316984,,0.320499,65.7386,3.95755,92.7712,0.320499,-0.65,-4.159253358840942,1.2241874933242798,1.47953,259.20001220703125,,,,,,,589.9,4.60859375,589.9,4.60859375,,,,,,,,,,,,,,,,,,,"Willi Castro","17338",650489
"Kerry Carpenter","DET",114.868,473.471,431.595,108.354,62.1271,19.2508,2.96972,24.006,60.6504,68.4551,30.1829,1.35091,112.482,6.87793,3.50206,0.499821,7.02437,2.63995,0.976591,0.251054,0.0637481,0.237569,0.268335,0.307979,0.476285,0.334408,0.784263,0.225231,4.07073,0.282469,,-0.517829,64.1528,8.20853,114.655,-0.517829,-0.03,7.659996330738068,-9.501038817688823,1.47893,236.08999633789062,,,,,,,584.5,5.082608695,584.5,5.082608695,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Ha-Seong Kim","ATL",88.465,356.275,312.792,75.4635,52.3381,12.8158,1.79537,8.51423,45.076,32.0819,34.4521,1.0087,64.4435,3.07512,2.70401,2.95146,5.66906,13.9765,3.38698,0.241258,0.0967008,0.180881,0.534609,0.320066,0.37537,0.306141,0.695435,0.134112,5.88719,0.276036,,0.821673,40.0968,-1.99989,94.8309,0.821673,-0.24,-1.3610392808914185,3.8556015640497208,1.46797,741.8699951171875,,,,,,,369.9,4.20340909,369.9,4.20340909,,,,,,,,,,,,,,,,,,,"Ha-Seong Kim","27506",673490
"Ceddanne Rafaela","BOS",140.314,559.16,522.597,128.402,83.8786,25.8539,3.76214,14.9073,66.4244,60.046,24.0717,0.750885,122.922,6.03193,4.08813,2.37103,7.31244,20.9043,5.33495,0.2457,0.0430498,0.219833,0.195829,0.284678,0.395145,0.293501,0.679823,0.149446,6.34326,0.291868,,1.24859,57.1918,-8.87731,82.5295,1.24859,3.17,-10.265089750289917,5.335339307785034,1.46467,131.22999572753906,,,,,,,548.9,3.920714285,548.9,3.920714285,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"Jared Triolo","PIT",123.48,490.795,436.178,105.811,73.5627,21.6197,1.59088,9.03796,55.4249,45.8066,46.038,0.616394,111.901,3.76172,3.30965,1.50781,7.77391,11.7692,3.508,0.242588,0.093803,0.228,0.411417,0.318036,0.361611,0.300895,0.679647,0.119023,4.81747,0.303795,,0.106917,53.1457,-4.84551,89.8244,0.106917,1.56,-5.812145248055458,3.6159939765930176,1.44595,737.4600219726562,,,,,,,479,3.894308943,479,3.894308943,,,,,,,,,,,,,,,,,,,"Jared Triolo","25807",669707
"Joey Ortiz","MIL",131.575,514.02,469.55,112.586,79.6542,22.5866,2.36511,7.98031,53.2719,46.7636,33.6187,0.562821,89.2954,4.02216,3.20385,3.62565,9.2536,12.9652,3.70854,0.239775,0.0654035,0.17372,0.376489,0.294335,0.348939,0.2831,0.643274,0.109164,5.21946,0.278594,,0.303706,48.2342,-12.5013,80.2725,0.303706,2.41,-11.714699417352676,8.501435041427612,1.42095,742.3200073242188,,,,,,,443.6,3.36060606,443.6,3.36060606,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Ryan McMahon","NYY",117.293,474.9,415.401,86.6713,52.346,16.644,0.781443,16.8998,52.8702,52.7096,53.4032,1.36237,151.507,2.69898,2.98268,0.414597,7.59698,3.34694,1.24376,0.208645,0.112452,0.31903,0.35248,0.300902,0.374525,0.297243,0.675426,0.165879,3.26797,0.279112,,-0.546897,50.0163,-6.09675,90.4316,-0.546897,1.56,-5.902584075927734,3.3700770139694214,1.41322,729.1300048828125,,,,,,,457.9,3.913675213,457.9,3.913675213,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Pedro Pagés","STL",89.652,332.492,305.474,68.1205,46.5831,12.3269,0.505283,8.70525,30.6879,35.376,20.1597,0.657609,89.4505,3.16003,2.2325,1.46623,6.03629,0.698134,0.238977,0.223,0.0606321,0.269031,0.225372,0.276233,0.352154,0.274972,0.628387,0.129154,2.47545,0.283537,,-0.415372,29.0059,-10.2806,76.0979,-0.415372,5.54,-9.83451235294342,12.457592487335205,1.40016,999,,,,,,,271.8,3.02,271.8,3.02,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Brandon Marsh","PHI",120.855,473.03,419.893,105.417,68.8994,20.9286,2.19175,13.3969,58.1391,51.2118,45.4623,1.22888,134.926,2.92162,2.80903,1.94438,7.14468,9.71877,2.73446,0.251056,0.0961088,0.285238,0.336942,0.326481,0.407055,0.320231,0.733536,0.155999,5.19943,0.335375,,0.0577928,58.6483,2.75612,103.344,0.0577928,-0.19,1.9322913251817226,-4.103970468044281,1.38799,656.0900268554688,,,,,,,517.1,4.273553719,517.1,4.273553719,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Ramón Laureano","SDP",127.286,518.648,468.055,114.391,69.4987,20.7592,3.64042,20.4928,68.0688,65.0384,36.5795,0.646598,137.552,9.87476,3.53192,0.606495,9.37735,9.02957,2.42185,0.244397,0.0705285,0.265212,0.265932,0.310487,0.435653,0.322413,0.74614,0.191256,5.64773,0.299476,,0.0529086,65.2226,3.94037,110.187,0.0529086,-4.13,6.314776569604874,-10.022870540618896,1.38607,223.0800018310547,,,,,,,594.6,4.681889763,594.6,4.681889763,,,,,,,,,,,,,,,,,,,"Ramon Laureano","17128",657656
"Kyle Stowers","MIA",138.554,576.813,512.644,120.294,69.2688,25.1596,1.87175,23.9939,67.2816,77.1911,52.622,1.94184,164.909,6.87451,3.83096,0.841457,9.18928,3.82619,1.08869,0.234654,0.0912289,0.285897,0.319097,0.312152,0.431447,0.321381,0.743599,0.196793,3.54019,0.293982,,-0.517846,72.0538,3.89894,104.4,-0.517846,-2.22,2.4902501106262207,-8.536229848861694,1.34487,132.89999389648438,,,,,,,653.3,4.7,653.3,4.7,,,,,,,,,,,,,,,,,,,"Kyle Stowers","26151",669065
"Victor Caratini","MIN",91.167,347.137,310.026,76.7506,55.0667,11.8275,0.297458,9.55895,37.1656,38.4656,26.4475,0.851839,63.5788,6.2294,3.00356,0.448659,8.54972,0.934031,0.318623,0.247562,0.0761874,0.183152,0.41598,0.316533,0.380129,0.306052,0.696662,0.132567,2.42773,0.280091,,-0.517306,39.0431,-1.97378,94.6136,-0.517306,3.46,-2.7211005091667175,3.647586449980736,1.31721,701.260009765625,,,,,,,347.9,3.823076923,347.9,3.823076923,,,,,,,,,,,,,,,,,,,"Victor Caratini","14968",605170
"Lars Nootbaar","STL",117.354,499.141,433.063,102.933,68.3515,20.0105,1.48049,13.0903,56.9999,51.7363,57.9411,2.03411,99.9238,3.41984,3.35308,1.3644,9.71058,5.6102,2.07243,0.237686,0.116082,0.200192,0.579853,0.330055,0.381412,0.313692,0.711467,0.143726,3.86374,0.277805,,-0.569545,59.2356,0.258255,102.622,-0.569545,0.31,0.9818797707557678,-4.720606744289398,1.31654,728.3400268554688,,,,,,,518.5,4.431623931,518.5,4.431623931,,,,,,,,,,,,,,,,,,,"Lars Nootbaar","21454",663457
"Hunter Feduccia","TBR",73.891,256.055,228.849,48.6186,33.5025,10.1401,0.637393,4.33858,23.1782,23.9591,24.0239,0.334183,65.8606,1.20818,1.61988,0.354192,4.85433,0.464925,0.184824,0.212449,0.0938233,0.257213,0.364769,0.288817,0.319203,0.271612,0.60802,0.106755,2.62763,0.276285,,-0.368244,21.6392,-8.61569,70.765,-0.368244,7.49,-9.191108882427216,13.191465854644775,1.31097,999,,,,,,,192.7,2.604054054,192.7,2.604054054,,,,,,,,,,,,,,,,,,,"Hunter Feduccia","23372",676439
"Cedric Mullins","TBR",111.218,451.048,399.81,91.8128,56.079,17.9452,2.9452,14.8434,58.0913,47.2804,41.0215,0.583755,100.163,4.02214,3.13746,2.81337,4.80834,20.9835,4.593,0.229641,0.090947,0.222068,0.409545,0.305489,0.400637,0.307832,0.706125,0.170996,6.51659,0.26731,,1.65207,51.382,-1.91284,95.7153,1.65207,-3.43,-0.6257100105285645,-2.1175146102905273,1.30767,322.989990234375,,,,,,,486.4,4.381981981,486.4,4.381981981,,,,,,,,,,,,,,,,,,,"Cedric Mullins","17929",656775
"Sal Stewart","CIN",119.788,483.702,439.87,118.293,75.39,24.338,0.546253,18.019,58.661,63.1693,35.3544,0.865188,88.8724,4.27548,3.61974,0.582293,9.20584,6.1359,1.78744,0.268928,0.0730912,0.183734,0.397811,0.326882,0.449634,0.334902,0.776516,0.180707,3.60591,0.297904,,-0.258418,65.7329,8.57976,110.124,-0.258418,-0.09,5.545399934053421,-8.922105640172958,1.30102,181.83999633789062,,,,,,,588.1,4.900833333,588.1,4.900833333,,,,,,,,,,,,,,,,,,,"Sal Stewart","31505",701398
"Brenton Doyle","COL",137.675,562.912,515.684,129.753,82.7701,24.4929,3.33177,19.1584,72.8823,64.5418,36.1442,0.369822,151.266,3.32598,4.30898,3.44839,7.69378,21.1303,5.17035,0.251614,0.0642093,0.26872,0.238945,0.302474,0.423486,0.313279,0.72596,0.171872,6.23543,0.316374,,1.30416,66.6146,0.10222,86.5383,1.30416,-0.49,-7.677081227302551,1.6346142292022705,1.29791,168.41000366210938,,,,,,,620.2,4.494202898,620.2,4.494202898,,,,,,,,,,,,,,,,,,,"Brenton Doyle","25479",686668
"Denzel Clarke","ATH",97.88,378.895,345.86,77.1163,50.5301,16.5194,1.93052,8.13632,44.3627,32.3265,25.0318,0.0702774,128.322,5.07183,1.71111,1.22009,6.02243,10.8053,2.93366,0.22297,0.0660654,0.338674,0.19507,0.283895,0.352471,0.280263,0.636366,0.129501,6.05301,0.326745,,0.42783,34.6817,-10.0877,74.7871,0.42783,8.79,-10.831529408693314,10.300493717193604,1.27992,737.8300170898438,,,,,,,323.6,3.302040816,323.6,3.302040816,,,,,,,,,,,,,,,,,,,"Denzel Clarke","29858",672016
"Nick Gonzales","PIT",95.413,394.5,361.9,94.4529,64.3901,21.1557,1.94799,6.95904,42.4742,41.8138,23.2922,0.501331,80.6204,4.99911,3.3777,0.931115,7.63709,3.12957,1.05458,0.260992,0.0590422,0.204361,0.288911,0.311875,0.387902,0.305135,0.699777,0.12691,4.06207,0.315068,,-0.414499,44.0764,-2.53679,92.7289,-0.414499,0.4,-3.814210593700409,3.148522526025772,1.27475,999,,,,,,,389.4,4.098947368,389.4,4.098947368,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Dylan Beavers","BAL",100.402,400.87,353.997,84.5323,52.9195,18.8904,1.37496,11.3475,49.2036,41.3928,40.1758,1.11113,94.6462,2.35636,3.15664,1.18413,5.02644,10.0489,2.8078,0.238794,0.100221,0.236102,0.424484,0.317911,0.396092,0.312008,0.714002,0.157298,4.97658,0.291387,,0.237141,47.0251,-0.340814,100.919,0.237141,2.01,0.6712390929460526,-2.074817419052124,1.26803,417.67999267578125,,,,,,,422.8,4.228,422.8,4.228,,,,,,,,,,,,,,,,,,,"Dylan Beavers","31695",687637
"Jorge Polanco","NYM",123.238,507.036,451.28,110.699,67.4056,21.4776,0.37838,21.4375,61.604,65.6893,45.1136,1.36388,103.564,3.65693,3.90328,1.38017,7.62885,5.41019,1.90792,0.2453,0.0889752,0.204254,0.43561,0.316437,0.43708,0.325389,0.753517,0.19178,3.406,0.27034,,-0.457241,64.9876,5.07736,111.788,-0.457241,-1.34,6.626666605472565,-11.145492434501648,1.2636,213.1699981689453,,,,,,,579.8,4.713821138,579.8,4.713821138,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Anthony Volpe","NYY",110.492,450.326,409.227,90.8604,56.6096,19.7206,1.98511,12.5451,53.2807,43.6561,31.6132,0.395918,109.503,4.20233,3.53394,1.74937,6.75525,15.8667,3.76069,0.222029,0.0702007,0.243164,0.288697,0.282395,0.371888,0.285527,0.654283,0.149858,6.01654,0.26939,,1.02573,43.1445,-10.0649,82.3608,1.02573,-0.06,-8.336499571800232,5.055370274931192,1.25009,664.7999877929688,,,,,,,419.4,3.812727272,419.4,3.812727272,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Ryan O'Hearn","PIT",124.819,511.063,453.556,118.867,82.1048,21.7498,1.71664,13.2956,58.6777,58.491,47.2863,2.56966,96.8373,4.92186,4.32095,0.977972,10.4832,3.80226,1.13613,0.262078,0.0925254,0.189482,0.488307,0.335385,0.405544,0.323071,0.740929,0.143466,3.5944,0.303589,,-0.574539,64.5418,4.15577,105.015,-0.574539,0.53,2.4633448123931885,-7.372437238693237,1.23738,280.0899963378906,,,,,,,570.6,4.5648,570.6,4.5648,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
